transaction_date,year_transacted,month_transacted,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2021-04,2021,04,YISHUN,3 ROOM,347A,YISHUN AVE 11,13 TO 15,67,DBSS,2013,91 years 06 months,450000
2021-04,2021,04,YISHUN,3 ROOM,348C,YISHUN AVE 11,13 TO 15,67,DBSS,2013,91 years 06 months,460000
2021-04,2021,04,YISHUN,4 ROOM,348D,YISHUN AVE 11,10 TO 12,92,DBSS,2013,91 years 06 months,595000
2021-04,2021,04,YISHUN,5 ROOM,348D,YISHUN AVE 11,13 TO 15,112,DBSS,2013,91 years 07 months,730000
2021-05,2021,05,YISHUN,3 ROOM,347B,YISHUN AVE 11,04 TO 06,67,DBSS,2013,91 years 05 months,400000
2021-05,2021,05,YISHUN,4 ROOM,347B,YISHUN AVE 11,07 TO 09,92,DBSS,2013,91 years 05 months,560000
2021-05,2021,05,YISHUN,4 ROOM,347B,YISHUN AVE 11,10 TO 12,92,DBSS,2013,91 years 05 months,610000
2021-05,2021,05,YISHUN,4 ROOM,348C,YISHUN AVE 11,10 TO 12,92,DBSS,2013,91 years 05 months,618000
2021-05,2021,05,YISHUN,4 ROOM,348C,YISHUN AVE 11,10 TO 12,92,DBSS,2013,91 years 05 months,618000
2021-05,2021,05,YISHUN,4 ROOM,348C,YISHUN AVE 11,10 TO 12,92,DBSS,2013,91 years 05 months,630000
2021-06,2021,06,YISHUN,3 ROOM,348C,YISHUN AVE 11,01 TO 03,67,DBSS,2013,91 years 04 months,418000
2021-06,2021,06,YISHUN,3 ROOM,348D,YISHUN AVE 11,07 TO 09,67,DBSS,2013,91 years 05 months,429000
2021-06,2021,06,YISHUN,3 ROOM,347A,YISHUN AVE 11,10 TO 12,67,DBSS,2013,91 years 04 months,460000
2021-06,2021,06,YISHUN,3 ROOM,348D,YISHUN AVE 11,07 TO 09,67,DBSS,2013,91 years 04 months,465000
2021-06,2021,06,YISHUN,4 ROOM,348A,YISHUN AVE 11,04 TO 06,92,DBSS,2013,91 years 04 months,580000
2021-06,2021,06,YISHUN,4 ROOM,348C,YISHUN AVE 11,07 TO 09,92,DBSS,2013,91 years 04 months,620000
2021-06,2021,06,YISHUN,4 ROOM,348B,YISHUN AVE 11,13 TO 15,92,DBSS,2013,91 years 04 months,628000
2021-06,2021,06,YISHUN,5 ROOM,347B,YISHUN AVE 11,01 TO 03,112,DBSS,2013,91 years 04 months,630000
2021-07,2021,07,YISHUN,4 ROOM,347B,YISHUN AVE 11,04 TO 06,92,DBSS,2013,91 years 04 months,560000
2021-07,2021,07,YISHUN,4 ROOM,347B,YISHUN AVE 11,07 TO 09,92,DBSS,2013,91 years 03 months,588000
2021-07,2021,07,YISHUN,4 ROOM,348D,YISHUN AVE 11,04 TO 06,92,DBSS,2013,91 years 04 months,590000
2021-08,2021,08,YISHUN,5 ROOM,347A,YISHUN AVE 11,10 TO 12,112,DBSS,2013,91 years 02 months,745000
2021-09,2021,09,YISHUN,3 ROOM,347A,YISHUN AVE 11,10 TO 12,67,DBSS,2013,91 years 02 months,455000
2021-09,2021,09,YISHUN,4 ROOM,347B,YISHUN AVE 11,10 TO 12,92,DBSS,2013,91 years 01 month,608888
2021-10,2021,10,YISHUN,3 ROOM,347A,YISHUN AVE 11,04 TO 06,67,DBSS,2013,91 years,435000
2021-10,2021,10,YISHUN,4 ROOM,348A,YISHUN AVE 11,04 TO 06,92,DBSS,2013,90 years 11 months,585000
2021-10,2021,10,YISHUN,4 ROOM,347B,YISHUN AVE 11,10 TO 12,92,DBSS,2013,91 years,608000
2021-10,2021,10,YISHUN,4 ROOM,348A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,91 years,620000
2021-10,2021,10,YISHUN,4 ROOM,347B,YISHUN AVE 11,07 TO 09,92,DBSS,2013,91 years,628000
2021-10,2021,10,YISHUN,4 ROOM,348B,YISHUN AVE 11,13 TO 15,92,DBSS,2013,91 years,632000
2021-10,2021,10,YISHUN,4 ROOM,347A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,91 years,632500
2021-10,2021,10,YISHUN,5 ROOM,348D,YISHUN AVE 11,13 TO 15,112,DBSS,2013,90 years 11 months,768000
2021-11,2021,11,YISHUN,3 ROOM,348C,YISHUN AVE 11,04 TO 06,67,DBSS,2013,90 years 11 months,445000
2021-11,2021,11,YISHUN,3 ROOM,348B,YISHUN AVE 11,10 TO 12,67,DBSS,2013,91 years,457000
2021-11,2021,11,YISHUN,4 ROOM,348B,YISHUN AVE 11,04 TO 06,92,DBSS,2013,90 years 11 months,590000
2021-11,2021,11,YISHUN,4 ROOM,348B,YISHUN AVE 11,07 TO 09,92,DBSS,2013,91 years,600000
2021-11,2021,11,YISHUN,4 ROOM,348A,YISHUN AVE 11,04 TO 06,92,DBSS,2013,91 years,608000
2021-11,2021,11,YISHUN,4 ROOM,347A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,90 years 11 months,636000
2021-11,2021,11,YISHUN,5 ROOM,348D,YISHUN AVE 11,13 TO 15,112,DBSS,2013,91 years,780000
2021-12,2021,12,YISHUN,3 ROOM,347B,YISHUN AVE 11,04 TO 06,67,DBSS,2013,90 years 10 months,440888
2021-12,2021,12,YISHUN,4 ROOM,347B,YISHUN AVE 11,10 TO 12,92,DBSS,2013,90 years 11 months,610000
2021-12,2021,12,YISHUN,4 ROOM,348B,YISHUN AVE 11,04 TO 06,92,DBSS,2013,90 years 10 months,615000
2021-12,2021,12,YISHUN,4 ROOM,348A,YISHUN AVE 11,07 TO 09,92,DBSS,2013,90 years 10 months,618000
2021-12,2021,12,YISHUN,4 ROOM,347A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,90 years 10 months,633000
2021-12,2021,12,YISHUN,4 ROOM,348A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,90 years 10 months,635000
2021-12,2021,12,YISHUN,5 ROOM,348A,YISHUN AVE 11,10 TO 12,112,DBSS,2013,90 years 11 months,848000
2022-01,2022,01,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,01 TO 03,120,DBSS,2011,88 years 08 months,780000
2022-01,2022,01,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,28 TO 30,120,DBSS,2011,88 years 08 months,1100000
2022-01,2022,01,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,19 TO 21,112,DBSS,2011,88 years 08 months,1028888
2022-01,2022,01,BEDOK,4 ROOM,747B,BEDOK RESERVOIR CRES,01 TO 03,87,DBSS,2014,91 years 10 months,580000
2022-01,2022,01,BEDOK,4 ROOM,748C,BEDOK RESERVOIR CRES,07 TO 09,87,DBSS,2014,91 years 08 months,740000
2022-01,2022,01,BEDOK,4 ROOM,747C,BEDOK RESERVOIR CRES,04 TO 06,87,DBSS,2014,91 years 08 months,732000
2022-01,2022,01,BEDOK,4 ROOM,747C,BEDOK RESERVOIR CRES,04 TO 06,87,DBSS,2014,91 years 08 months,720000
2022-01,2022,01,BEDOK,4 ROOM,747C,BEDOK RESERVOIR CRES,10 TO 12,87,DBSS,2014,91 years 08 months,760000
2022-01,2022,01,BEDOK,4 ROOM,747C,BEDOK RESERVOIR CRES,13 TO 15,87,DBSS,2014,91 years 08 months,756888
2022-01,2022,01,BEDOK,5 ROOM,747C,BEDOK RESERVOIR CRES,04 TO 06,105,DBSS,2014,91 years 09 months,828000
2022-01,2022,01,BEDOK,5 ROOM,747B,BEDOK RESERVOIR CRES,01 TO 03,105,DBSS,2014,91 years 08 months,780000
2022-01,2022,01,BISHAN,5 ROOM,273A,BISHAN ST 24,34 TO 36,120,DBSS,2011,88 years 08 months,1338888
2022-01,2022,01,BISHAN,5 ROOM,275A,BISHAN ST 24,25 TO 27,120,DBSS,2011,88 years 08 months,1265000
2022-01,2022,01,CLEMENTI,3 ROOM,311B,CLEMENTI AVE 4,22 TO 24,60,DBSS,2014,92 years,545000
2022-01,2022,01,CLEMENTI,3 ROOM,311B,CLEMENTI AVE 4,07 TO 09,60,DBSS,2014,91 years 11 months,515000
2022-01,2022,01,CLEMENTI,4 ROOM,311C,CLEMENTI AVE 4,37 TO 39,80,DBSS,2014,92 years,790000
2022-01,2022,01,CLEMENTI,4 ROOM,311B,CLEMENTI AVE 4,04 TO 06,80,DBSS,2014,91 years 11 months,695000
2022-01,2022,01,CLEMENTI,5 ROOM,311B,CLEMENTI AVE 4,37 TO 39,105,DBSS,2014,92 years,1038000
2022-01,2022,01,HOUGANG,4 ROOM,475D,UPP SERANGOON CRES,07 TO 09,92,DBSS,2014,91 years 10 months,645000
2022-01,2022,01,JURONG WEST,3 ROOM,138C,YUAN CHING RD,10 TO 12,67,DBSS,2014,91 years 08 months,470000
2022-01,2022,01,JURONG WEST,4 ROOM,138B,YUAN CHING RD,10 TO 12,91,DBSS,2014,91 years 08 months,630000
2022-01,2022,01,KALLANG/WHAMPOA,3 ROOM,9,BOON KENG RD,07 TO 09,69,DBSS,2011,88 years,642000
2022-01,2022,01,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,19 TO 21,117,DBSS,2011,88 years 01 month,1180000
2022-01,2022,01,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,31 TO 33,117,DBSS,2011,88 years 01 month,1230000
2022-01,2022,01,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,34 TO 36,109,DBSS,2011,87 years 11 months,1028888
2022-01,2022,01,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,10 TO 12,86,DBSS,2015,92 years 05 months,668000
2022-01,2022,01,PASIR RIS,4 ROOM,530D,PASIR RIS DR 1,10 TO 12,86,DBSS,2015,92 years 05 months,682000
2022-01,2022,01,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,04 TO 06,86,DBSS,2015,92 years 05 months,632000
2022-01,2022,01,PASIR RIS,4 ROOM,530C,PASIR RIS DR 1,04 TO 06,86,DBSS,2015,92 years 05 months,645000
2022-01,2022,01,TAMPINES,3 ROOM,520A,TAMPINES CTRL 8,07 TO 09,62,DBSS,2014,91 years 06 months,515000
2022-01,2022,01,TAMPINES,3 ROOM,520C,TAMPINES CTRL 8,07 TO 09,61,DBSS,2014,91 years 06 months,500000
2022-01,2022,01,TAMPINES,4 ROOM,519B,TAMPINES CTRL 8,13 TO 15,84,DBSS,2014,91 years 06 months,720000
2022-01,2022,01,TAMPINES,4 ROOM,520C,TAMPINES CTRL 8,01 TO 03,84,DBSS,2014,91 years 06 months,620000
2022-01,2022,01,TAMPINES,4 ROOM,519A,TAMPINES CTRL 8,10 TO 12,83,DBSS,2014,91 years 06 months,680000
2022-01,2022,01,TAMPINES,4 ROOM,519A,TAMPINES CTRL 8,13 TO 15,84,DBSS,2014,91 years 05 months,685000
2022-01,2022,01,TAMPINES,4 ROOM,519A,TAMPINES CTRL 8,07 TO 09,83,DBSS,2014,91 years 05 months,695000
2022-01,2022,01,TAMPINES,5 ROOM,168A,SIMEI LANE,07 TO 09,110,DBSS,2011,88 years 03 months,818000
2022-01,2022,01,TAMPINES,5 ROOM,515C,TAMPINES CTRL 7,04 TO 06,107,DBSS,2008,85 years 11 months,730000
2022-01,2022,01,TOA PAYOH,3 ROOM,139A,LOR 1A TOA PAYOH,07 TO 09,70,DBSS,2012,89 years 05 months,650000
2022-01,2022,01,TOA PAYOH,4 ROOM,138C,LOR 1A TOA PAYOH,16 TO 18,91,DBSS,2012,89 years 05 months,898000
2022-01,2022,01,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,25 TO 27,117,DBSS,2012,89 years 05 months,1050000
2022-01,2022,01,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,37 TO 39,117,DBSS,2012,89 years 04 months,1130000
2022-01,2022,01,YISHUN,3 ROOM,348B,YISHUN AVE 11,10 TO 12,67,DBSS,2013,90 years 10 months,470000
2022-01,2022,01,YISHUN,3 ROOM,348D,YISHUN AVE 11,13 TO 15,67,DBSS,2013,90 years 09 months,467000
2022-01,2022,01,YISHUN,4 ROOM,348C,YISHUN AVE 11,13 TO 15,92,DBSS,2013,90 years 09 months,628000
2022-01,2022,01,YISHUN,4 ROOM,348B,YISHUN AVE 11,10 TO 12,92,DBSS,2013,90 years 09 months,640000
2022-01,2022,01,YISHUN,5 ROOM,348A,YISHUN AVE 11,04 TO 06,112,DBSS,2013,90 years 09 months,768000
2022-02,2022,02,BEDOK,4 ROOM,748B,BEDOK RESERVOIR CRES,13 TO 15,87,DBSS,2014,91 years 07 months,770000
2022-02,2022,02,BEDOK,4 ROOM,748A,BEDOK RESERVOIR CRES,04 TO 06,87,DBSS,2014,91 years 07 months,705000
2022-02,2022,02,CLEMENTI,4 ROOM,311B,CLEMENTI AVE 4,16 TO 18,82,DBSS,2014,91 years 11 months,763000
2022-02,2022,02,CLEMENTI,4 ROOM,311A,CLEMENTI AVE 4,07 TO 09,81,DBSS,2014,91 years 11 months,705000
2022-02,2022,02,CLEMENTI,4 ROOM,311A,CLEMENTI AVE 4,28 TO 30,82,DBSS,2014,91 years 11 months,776000
2022-02,2022,02,CLEMENTI,4 ROOM,311A,CLEMENTI AVE 4,34 TO 36,80,DBSS,2014,91 years 11 months,775000
2022-02,2022,02,CLEMENTI,4 ROOM,311C,CLEMENTI AVE 4,10 TO 12,80,DBSS,2014,91 years 10 months,718888
2022-02,2022,02,CLEMENTI,4 ROOM,311B,CLEMENTI AVE 4,22 TO 24,80,DBSS,2014,91 years 10 months,715000
2022-02,2022,02,CLEMENTI,5 ROOM,311A,CLEMENTI AVE 4,31 TO 33,105,DBSS,2014,91 years 11 months,1038000
2022-02,2022,02,HOUGANG,3 ROOM,475B,UPP SERANGOON CRES,04 TO 06,67,DBSS,2014,91 years 10 months,480000
2022-02,2022,02,HOUGANG,4 ROOM,475D,UPP SERANGOON CRES,01 TO 03,92,DBSS,2014,91 years 09 months,580000
2022-02,2022,02,HOUGANG,5 ROOM,475D,UPP SERANGOON CRES,07 TO 09,112,DBSS,2014,91 years 10 months,760888
2022-02,2022,02,HOUGANG,5 ROOM,475A,UPP SERANGOON CRES,04 TO 06,112,DBSS,2014,91 years 09 months,760000
2022-02,2022,02,JURONG WEST,3 ROOM,138C,YUAN CHING RD,19 TO 21,67,DBSS,2014,91 years 08 months,483000
2022-02,2022,02,JURONG WEST,4 ROOM,138B,YUAN CHING RD,10 TO 12,89,DBSS,2014,91 years 08 months,640000
2022-02,2022,02,JURONG WEST,4 ROOM,138C,YUAN CHING RD,13 TO 15,89,DBSS,2014,91 years 08 months,638000
2022-02,2022,02,JURONG WEST,4 ROOM,138A,YUAN CHING RD,19 TO 21,86,DBSS,2014,91 years 08 months,605000
2022-02,2022,02,JURONG WEST,4 ROOM,138B,YUAN CHING RD,07 TO 09,91,DBSS,2014,91 years 09 months,620000
2022-02,2022,02,JURONG WEST,4 ROOM,138D,YUAN CHING RD,19 TO 21,91,DBSS,2014,91 years 07 months,685000
2022-02,2022,02,JURONG WEST,5 ROOM,138D,YUAN CHING RD,01 TO 03,105,DBSS,2014,91 years 08 months,630000
2022-02,2022,02,JURONG WEST,5 ROOM,138B,YUAN CHING RD,07 TO 09,105,DBSS,2014,91 years 08 months,725000
2022-02,2022,02,JURONG WEST,5 ROOM,138A,YUAN CHING RD,16 TO 18,105,DBSS,2014,91 years 08 months,720000
2022-02,2022,02,KALLANG/WHAMPOA,3 ROOM,9,BOON KENG RD,04 TO 06,70,DBSS,2011,88 years,590000
2022-02,2022,02,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,13 TO 15,94,DBSS,2011,88 years,828000
2022-02,2022,02,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,13 TO 15,95,DBSS,2011,88 years,878000
2022-02,2022,02,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,28 TO 30,117,DBSS,2011,88 years,1240888
2022-02,2022,02,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,13 TO 15,107,DBSS,2011,88 years,1050000
2022-02,2022,02,PASIR RIS,3 ROOM,530D,PASIR RIS DR 1,04 TO 06,65,DBSS,2015,92 years 04 months,515000
2022-02,2022,02,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,01 TO 03,86,DBSS,2015,92 years 04 months,580000
2022-02,2022,02,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,10 TO 12,86,DBSS,2015,92 years 04 months,710000
2022-02,2022,02,PASIR RIS,5 ROOM,530C,PASIR RIS DR 1,07 TO 09,105,DBSS,2015,92 years 04 months,770000
2022-02,2022,02,PASIR RIS,5 ROOM,530C,PASIR RIS DR 1,04 TO 06,105,DBSS,2015,92 years 04 months,775000
2022-02,2022,02,TAMPINES,3 ROOM,520C,TAMPINES CTRL 8,04 TO 06,61,DBSS,2014,91 years 05 months,465000
2022-02,2022,02,TAMPINES,3 ROOM,519C,TAMPINES CTRL 8,10 TO 12,62,DBSS,2014,91 years 05 months,560000
2022-02,2022,02,TAMPINES,5 ROOM,168C,SIMEI LANE,07 TO 09,107,DBSS,2011,87 years 11 months,800000
2022-02,2022,02,TAMPINES,5 ROOM,515C,TAMPINES CTRL 7,07 TO 09,108,DBSS,2008,85 years 11 months,803000
2022-02,2022,02,TAMPINES,5 ROOM,515B,TAMPINES CTRL 7,07 TO 09,108,DBSS,2008,85 years 11 months,815000
2022-02,2022,02,TAMPINES,5 ROOM,515D,TAMPINES CTRL 7,13 TO 15,110,DBSS,2008,85 years 11 months,800000
2022-02,2022,02,TAMPINES,5 ROOM,519D,TAMPINES CTRL 8,13 TO 15,108,DBSS,2014,91 years 05 months,900000
2022-02,2022,02,TAMPINES,5 ROOM,519D,TAMPINES CTRL 8,01 TO 03,108,DBSS,2014,91 years 05 months,800000
2022-02,2022,02,TOA PAYOH,3 ROOM,139B,LOR 1A TOA PAYOH,04 TO 06,70,DBSS,2012,89 years 03 months,627500
2022-02,2022,02,TOA PAYOH,4 ROOM,138C,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,89 years 04 months,908000
2022-02,2022,02,TOA PAYOH,4 ROOM,139B,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,89 years 03 months,906000
2022-02,2022,02,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,22 TO 24,114,DBSS,2012,89 years 04 months,1180000
2022-02,2022,02,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,37 TO 39,117,DBSS,2012,89 years 03 months,1288000
2022-03,2022,03,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,01 TO 03,91,DBSS,2011,88 years 06 months,703000
2022-03,2022,03,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,07 TO 09,112,DBSS,2011,88 years 05 months,915000
2022-03,2022,03,BISHAN,4 ROOM,273A,BISHAN ST 24,10 TO 12,95,DBSS,2011,88 years 05 months,888000
2022-03,2022,03,BISHAN,5 ROOM,275A,BISHAN ST 24,04 TO 06,120,DBSS,2011,88 years 06 months,1200000
2022-03,2022,03,BISHAN,5 ROOM,273B,BISHAN ST 24,31 TO 33,120,DBSS,2011,88 years 06 months,1270000
2022-03,2022,03,CLEMENTI,4 ROOM,311C,CLEMENTI AVE 4,34 TO 36,82,DBSS,2014,91 years 09 months,823000
2022-03,2022,03,CLEMENTI,5 ROOM,311A,CLEMENTI AVE 4,34 TO 36,105,DBSS,2014,91 years 10 months,1068888
2022-03,2022,03,CLEMENTI,5 ROOM,311C,CLEMENTI AVE 4,10 TO 12,105,DBSS,2014,91 years 09 months,918000
2022-03,2022,03,HOUGANG,3 ROOM,475B,UPP SERANGOON CRES,13 TO 15,67,DBSS,2014,91 years 08 months,568000
2022-03,2022,03,HOUGANG,4 ROOM,475D,UPP SERANGOON CRES,13 TO 15,92,DBSS,2014,91 years 09 months,700000
2022-03,2022,03,HOUGANG,4 ROOM,475A,UPP SERANGOON CRES,13 TO 15,92,DBSS,2014,91 years 09 months,688000
2022-03,2022,03,HOUGANG,4 ROOM,475A,UPP SERANGOON CRES,10 TO 12,92,DBSS,2014,91 years 08 months,680000
2022-03,2022,03,HOUGANG,5 ROOM,475D,UPP SERANGOON CRES,04 TO 06,112,DBSS,2014,91 years 09 months,770000
2022-03,2022,03,HOUGANG,5 ROOM,475A,UPP SERANGOON CRES,01 TO 03,112,DBSS,2014,91 years 09 months,700000
2022-03,2022,03,HOUGANG,5 ROOM,475D,UPP SERANGOON CRES,16 TO 18,112,DBSS,2014,91 years 08 months,860000
2022-03,2022,03,HOUGANG,5 ROOM,475A,UPP SERANGOON CRES,16 TO 18,112,DBSS,2014,91 years 08 months,880000
2022-03,2022,03,JURONG WEST,3 ROOM,138B,YUAN CHING RD,13 TO 15,67,DBSS,2014,91 years 07 months,450000
2022-03,2022,03,JURONG WEST,4 ROOM,138C,YUAN CHING RD,01 TO 03,89,DBSS,2014,91 years 07 months,585000
2022-03,2022,03,JURONG WEST,4 ROOM,138C,YUAN CHING RD,04 TO 06,91,DBSS,2014,91 years 06 months,625000
2022-03,2022,03,JURONG WEST,5 ROOM,138B,YUAN CHING RD,19 TO 21,105,DBSS,2014,91 years 06 months,758000
2022-03,2022,03,JURONG WEST,5 ROOM,138C,YUAN CHING RD,04 TO 06,108,DBSS,2014,91 years 06 months,720000
2022-03,2022,03,KALLANG/WHAMPOA,4 ROOM,9,BOON KENG RD,19 TO 21,95,DBSS,2011,87 years 10 months,880000
2022-03,2022,03,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,31 TO 33,109,DBSS,2011,87 years 11 months,1100000
2022-03,2022,03,PASIR RIS,3 ROOM,530D,PASIR RIS DR 1,07 TO 09,65,DBSS,2015,92 years 03 months,530000
2022-03,2022,03,PASIR RIS,3 ROOM,530C,PASIR RIS DR 1,04 TO 06,65,DBSS,2015,92 years 03 months,485000
2022-03,2022,03,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,07 TO 09,86,DBSS,2015,92 years 04 months,655000
2022-03,2022,03,TAMPINES,4 ROOM,520A,TAMPINES CTRL 8,07 TO 09,84,DBSS,2014,91 years 03 months,696000
2022-03,2022,03,TAMPINES,5 ROOM,167B,SIMEI LANE,04 TO 06,107,DBSS,2011,88 years,760000
2022-03,2022,03,TAMPINES,5 ROOM,167A,SIMEI LANE,07 TO 09,111,DBSS,2011,88 years,800888
2022-03,2022,03,TAMPINES,5 ROOM,518D,TAMPINES CTRL 7,07 TO 09,109,DBSS,2008,85 years 09 months,850000
2022-03,2022,03,TAMPINES,5 ROOM,515C,TAMPINES CTRL 7,04 TO 06,107,DBSS,2008,85 years 10 months,800000
2022-03,2022,03,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,40 TO 42,91,DBSS,2012,89 years 02 months,948000
2022-03,2022,03,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,04 TO 06,110,DBSS,2012,89 years 03 months,900000
2022-03,2022,03,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,31 TO 33,114,DBSS,2012,89 years 02 months,1180000
2022-03,2022,03,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,22 TO 24,117,DBSS,2012,89 years 02 months,1150000
2022-03,2022,03,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,37 TO 39,117,DBSS,2012,89 years 02 months,1100000
2022-03,2022,03,YISHUN,3 ROOM,348B,YISHUN AVE 11,10 TO 12,67,DBSS,2013,90 years 07 months,450000
2022-03,2022,03,YISHUN,4 ROOM,348C,YISHUN AVE 11,04 TO 06,92,DBSS,2013,90 years 07 months,635000
2022-04,2022,04,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,07 TO 09,91,DBSS,2011,88 years 04 months,800888
2022-04,2022,04,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,28 TO 30,91,DBSS,2011,88 years 04 months,870000
2022-04,2022,04,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,19 TO 21,112,DBSS,2011,88 years 04 months,1043000
2022-04,2022,04,BEDOK,3 ROOM,748B,BEDOK RESERVOIR CRES,01 TO 03,67,DBSS,2014,91 years 06 months,515000
2022-04,2022,04,BEDOK,3 ROOM,748B,BEDOK RESERVOIR CRES,13 TO 15,67,DBSS,2014,91 years 06 months,540000
2022-04,2022,04,BEDOK,4 ROOM,748B,BEDOK RESERVOIR CRES,01 TO 03,87,DBSS,2014,91 years 05 months,626000
2022-04,2022,04,BEDOK,4 ROOM,748B,BEDOK RESERVOIR CRES,13 TO 15,87,DBSS,2014,91 years 05 months,740000
2022-04,2022,04,BISHAN,4 ROOM,273A,BISHAN ST 24,28 TO 30,95,DBSS,2011,88 years 05 months,978000
2022-04,2022,04,CLEMENTI,4 ROOM,311A,CLEMENTI AVE 4,13 TO 15,82,DBSS,2014,91 years 09 months,715000
2022-04,2022,04,CLEMENTI,4 ROOM,311C,CLEMENTI AVE 4,07 TO 09,80,DBSS,2014,91 years 09 months,715000
2022-04,2022,04,CLEMENTI,4 ROOM,311A,CLEMENTI AVE 4,07 TO 09,82,DBSS,2014,91 years 08 months,730000
2022-04,2022,04,CLEMENTI,4 ROOM,311A,CLEMENTI AVE 4,04 TO 06,82,DBSS,2014,91 years 09 months,660000
2022-04,2022,04,CLEMENTI,4 ROOM,311A,CLEMENTI AVE 4,25 TO 27,80,DBSS,2014,91 years 09 months,745000
2022-04,2022,04,CLEMENTI,4 ROOM,311A,CLEMENTI AVE 4,16 TO 18,82,DBSS,2014,91 years 08 months,790000
2022-04,2022,04,CLEMENTI,4 ROOM,311B,CLEMENTI AVE 4,34 TO 36,82,DBSS,2014,91 years 08 months,795000
2022-04,2022,04,HOUGANG,4 ROOM,475B,UPP SERANGOON CRES,07 TO 09,92,DBSS,2014,91 years 07 months,695000
2022-04,2022,04,HOUGANG,5 ROOM,475B,UPP SERANGOON CRES,16 TO 18,109,DBSS,2014,91 years 08 months,868888
2022-04,2022,04,JURONG WEST,3 ROOM,138D,YUAN CHING RD,04 TO 06,67,DBSS,2014,91 years 05 months,470000
2022-04,2022,04,JURONG WEST,4 ROOM,138B,YUAN CHING RD,04 TO 06,91,DBSS,2014,91 years 06 months,620000
2022-04,2022,04,JURONG WEST,4 ROOM,138C,YUAN CHING RD,01 TO 03,89,DBSS,2014,91 years 05 months,570000
2022-04,2022,04,JURONG WEST,4 ROOM,138A,YUAN CHING RD,04 TO 06,91,DBSS,2014,91 years 06 months,620000
2022-04,2022,04,PASIR RIS,4 ROOM,530A,PASIR RIS DR 1,10 TO 12,86,DBSS,2015,92 years 02 months,680000
2022-04,2022,04,TAMPINES,4 ROOM,519C,TAMPINES CTRL 8,07 TO 09,84,DBSS,2014,91 years 03 months,699000
2022-04,2022,04,TOA PAYOH,3 ROOM,138C,LOR 1A TOA PAYOH,04 TO 06,70,DBSS,2012,89 years 01 month,625000
2022-04,2022,04,TOA PAYOH,4 ROOM,139A,LOR 1A TOA PAYOH,16 TO 18,91,DBSS,2012,88 years 11 months,825000
2022-04,2022,04,TOA PAYOH,4 ROOM,139B,LOR 1A TOA PAYOH,28 TO 30,91,DBSS,2012,88 years 11 months,918000
2022-04,2022,04,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,10 TO 12,110,DBSS,2012,89 years 01 month,1000000
2022-04,2022,04,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,22 TO 24,117,DBSS,2012,88 years 11 months,1025000
2022-04,2022,04,YISHUN,3 ROOM,348C,YISHUN AVE 11,07 TO 09,67,DBSS,2013,90 years 06 months,458000
2022-04,2022,04,YISHUN,4 ROOM,348D,YISHUN AVE 11,01 TO 03,92,DBSS,2013,90 years 06 months,560000
